,id,object_name,chain,object_type,address,number,coordinates,street
1385,124807,кулинария пан пан,нет,магазин (отдел кулинарии),"город Москва, шоссе Энтузиастов, дом 74/2",6,"37.783249,55.763954",шоссе Энтузиастов
1386,22331,столовая миэт,нет,столовая,"город Москва, город Зеленоград, улица Юности, дом 11",56,"37.225089,55.998509",улица Юности
1387,26248,фиданочка,нет,ресторан,"город Москва, улица Юных Ленинцев, дом 7",70,"37.739995,55.699878",улица Юных Ленинцев
1388,27526,ст,нет,столовая,"город Москва, улица Юных Ленинцев, дом 35, корпус 1",210,"37.745582,55.700375",улица Юных Ленинцев
1389,20383,бар при «дворце бракосочетания»,нет,бар,"город Москва, улица Юных Ленинцев, дом 35, корпус 1",15,"37.745582,55.700375",улица Юных Ленинцев
1390,119411,эль и стаут,нет,ресторан,"город Москва, улица Яблочкова, дом 21",87,"37.580238,55.819965",улица Яблочкова
1391,146440,самса 24,нет,предприятие быстрого обслуживания,"город Москва, улица Яблочкова, дом 37",8,"37.57872,55.826918",улица Яблочкова
1392,69174,subway,да,предприятие быстрого обслуживания,"город Москва, 3-я улица Ямского Поля, дом 13",35,"37.579942,55.782248",3-я улица Ямского Поля
1393,20533,бар при сауне,нет,бар,"город Москва, улица Академика Янгеля, дом 14, корпус 7",10,"37.581406,55.602383",улица Академика Янгеля
1394,27018,ресторан «шехерезада»,нет,ресторан,"город Москва, Ярославская улица, дом 17",50,"37.648492,55.822478",Ярославская улица
1395,29229,столовая при полиграфическом колледже,нет,столовая,"город Москва, Ярославское шоссе, дом 5",200,"37.677948,55.852874",Ярославское шоссе
1396,27467,столовая-доготовочная при школе 752,нет,столовая,"город Москва, Ярославское шоссе, дом 8, корпус 1",240,"37.682754,55.852682",Ярославское шоссе
1397,149825,домино'с пицца,да,кафе,"город Москва, Ярославское шоссе, дом 55, корпус 1",10,"37.69092,55.861474",Ярославское шоссе
1398,143603,пловная №1,нет,кафе,"город Москва, Ярославское шоссе, дом 61",50,"37.698421,55.864894",Ярославское шоссе
1399,24436,kfc,да,предприятие быстрого обслуживания,"город Москва, Ярославское шоссе, дом 114",80,"37.706622,55.866662",Ярославское шоссе
1400,23170,granny кафе ош,нет,кафе,"город Москва, Ярославское шоссе, дом 114, корпус 1",50,"37.707539,55.866324",Ярославское шоссе
1401,23168,папа джонс,да,кафе,"город Москва, Ярославское шоссе, дом 117",20,"37.712713,55.872844",Ярославское шоссе
1402,24649,мечты,нет,кафе,"город Москва, Ярославское шоссе, дом 142",35,"37.720528,55.876541",Ярославское шоссе
1403,29529,столовая-раздаточная при шк. 285,нет,буфет,"город Москва, Ясный проезд, дом 24, корпус 1",80,"37.62307,55.874758",Ясный проезд
1404,87543,кафе «one teaspoon»,нет,кафе,"город Москва, Яузский бульвар, дом 14/8",16,"37.643615,55.75095",Яузский бульвар
1405,20199,это,нет,кафе,"город Москва, город Зеленоград, корпус 401",35,no coordinates,no street
1406,68113,френдс,нет,кафе,"город Москва, город Зеленоград, корпус 435",34,no coordinates,no street
1407,20105,кафе «граф монте-кристо»,нет,кафе,"город Москва, город Зеленоград, корпус 436",40,no coordinates,no street
1408,22982,альфорно,нет,кафе,"город Москва, город Зеленоград, корпус 438",49,no coordinates,no street
1409,151267,альфорно,нет,кафе,"город Москва, город Зеленоград, корпус 438",45,no coordinates,no street
1410,150537,кафе «вечный зов»,нет,кафе,"город Москва, город Зеленоград, корпус 834А",30,no coordinates,no street
1411,128119,кафе «суши сет»,да,предприятие быстрого обслуживания,"город Москва, город Зеленоград, корпус 1106",7,no coordinates,no street
1412,24023,пекарня «дружок-пирожок»,нет,кафетерий,"город Москва, город Зеленоград, корпус 1449",5,no coordinates,no street
1413,108240,we cidreria,нет,ресторан,"город Москва, Благовещенский переулок, дом 5",60,"37.598546,55.767914",Благовещенский переулок
1414,156698,кофейня,нет,кафе,"город Москва, улица Палиха, дом 9",9,"37.600397,55.785199",улица Палиха
1415,19905,якитория,да,кафе,"город Москва, Осенний бульвар, дом 18, корпус 1",90,"37.40866,55.761766",Осенний бульвар
1416,22813,микс,нет,кафе,"город Москва, Рублёвское шоссе, дом 16, корпус 1",48,"37.43437,55.740188",Рублёвское шоссе
1417,24250,кафе «квартира 44»,нет,кафе,"город Москва, Большая Никитская улица, дом 22/2",78,"37.602948,55.7571",Большая Никитская улица
1418,74579,рецептор,да,кафе,"город Москва, Большая Никитская улица, дом 22/2",35,"37.602948,55.7571",Большая Никитская улица
1419,52556,сесто сенсо,нет,кафе,"город Москва, Новоспасский переулок, дом 3, корпус 1",51,"37.655823,55.73438",Новоспасский переулок
1420,81675,дабл би,да,кафе,"город Москва, улица Волхонка, дом 9, строение 1",30,"37.607628,55.747089",улица Волхонка
1421,134370,кухмистерская,нет,кафе,"город Москва, улица Волхонка, дом 9, строение 1",40,"37.607628,55.747089",улица Волхонка
1422,83744,триумф,нет,ресторан,"город Москва, улица Волхонка, дом 9, строение 1",130,"37.607628,55.747089",улица Волхонка
1423,80549,коста кофе,да,кафе,"город Москва, улица Волхонка, дом 9, строение 1",20,"37.607628,55.747089",улица Волхонка
1424,25241,кафе «топаз-джони»,нет,кафе,"город Москва, проспект Мира, дом 108",16,"37.63765,55.803535",проспект Мира
1425,25779,пиццерия «папа джонс»,да,предприятие быстрого обслуживания,"город Москва, Кантемировская улица, дом 16, корпус 1",17,"37.666647,55.638485",Кантемировская улица
1426,82532,будайский дворик,нет,ресторан,"город Москва, Будайский проезд, дом 8",98,"37.668767,55.836064",Будайский проезд
1427,27994,столовая при ст. товарная-ярославская,нет,столовая,"город Москва, Ярославское шоссе, дом 2, корпус 2",40,"37.68032,55.852501",Ярославское шоссе
1428,133739,хинкальная,да,кафе,"город Москва, проезд Дежнёва, дом 29, корпус 1",30,"37.631236,55.869819",проезд Дежнёва
1429,133075,додо пицца,да,предприятие быстрого обслуживания,"город Москва, проезд Дежнёва, дом 29, корпус 1",46,"37.631236,55.869819",проезд Дежнёва
1430,136977,чайная «алхимик»,нет,закусочная,"город Москва, Октябрьская улица, дом 36",50,"37.61397,55.789532",Октябрьская улица
1431,23132,кирпич,нет,кафе,"город Москва, Широкая улица, дом 9А",36,"37.657107,55.888134",Широкая улица
1432,20865,буфет при общежитии,нет,буфет,"город Москва, Международная улица, дом 15",8,"37.684811,55.745635",Международная улица
1433,148879,котлета,нет,ресторан,"город Москва, Ленинградский проспект, дом 77, корпус 4",47,"37.506091,55.805776",Ленинградский проспект
1434,27477,гбоу гимназия № 1516,нет,столовая,"город Москва, Хабаровская улица, дом 2",230,"37.830967,55.814578",Хабаровская улица
1435,152079,ресторан эридан,нет,ресторан,"город Москва, Балаклавский проспект, дом 2, корпус 2",40,"37.618201,55.641539",Балаклавский проспект
1436,129786,кафе-бар «династия»,нет,кафе,"город Москва, 1-я Вольская улица, дом 17, корпус 1",45,"37.928273,55.684259",1-я Вольская улица
1437,129131,домино'с пицца,да,кафе,"город Москва, улица Декабристов, дом 10, корпус 2",27,"37.598232,55.865728",улица Декабристов
1438,84196,суши wok,да,кафе,"город Москва, бульвар Дмитрия Донского, дом 6",16,"37.574669,55.568929",бульвар Дмитрия Донского
1439,24453,на востоке,нет,ресторан,"город Москва, Новогиреевская улица, дом 29, корпус 1",40,"37.798053,55.755049",Новогиреевская улица
1440,24022,бар «джанго»,нет,бар,"город Москва, город Зеленоград, корпус 1456",50,no coordinates,no street
1441,149745,68. пауза,нет,бар,"город Москва, город Зеленоград, корпус 1456",48,no coordinates,no street
1442,127645,пицца «паоло»,нет,магазин (отдел кулинарии),"город Москва, Новотушинский проезд, дом 6, корпус 1",8,"37.382959,55.837161",Новотушинский проезд
1443,134037,суши wok,да,магазин (отдел кулинарии),"город Москва, Новотушинский проезд, дом 6, корпус 1",0,"37.382959,55.837161",Новотушинский проезд
1444,22946,ресторан «тануки»,да,ресторан,"город Москва, Митинская улица, дом 50",85,"37.355624,55.851768",Митинская улица
1445,155700,чап чак,нет,кафе,"город Москва, Ярославское шоссе, дом 22, корпус 2",25,"37.685251,55.856189",Ярославское шоссе
1446,83351,суши wok,да,магазин (отдел кулинарии),"город Москва, Митинская улица, дом 52",1,"37.354582,55.852137",Митинская улица
1447,19859,кафе,нет,кафе,"город Москва, Ангелов переулок, дом 8",28,"37.34558,55.852996",Ангелов переулок
1448,120976,тай паттара,нет,ресторан,"город Москва, Беговая улица, дом 26",50,"37.560296,55.780886",Беговая улица
1449,26224,биффиш,нет,ресторан,"город Москва, Жулебинский бульвар, дом 18/8",85,"37.853748,55.695925",Жулебинский бульвар
1450,26171,в темноте,нет,ресторан,"город Москва, Октябрьская улица, дом 2",40,"37.614222,55.784577",Октябрьская улица
1451,20409,грин-палас,нет,ресторан,"город Москва, улица Грина, дом 15",200,"37.563943,55.568522",улица Грина
1452,23472,столовая при цсо,нет,столовая,"город Москва, Дубравная улица, дом 40, корпус 1",60,"37.353899,55.844278",Дубравная улица
1453,28532,столовая при пансионате «коньково» для ветеранов войны,нет,столовая,"город Москва, Профсоюзная улица, дом 140, корпус 6",95,"37.504025,55.630111",Профсоюзная улица
1454,19918,шоколадница,да,кафе,"город Москва, Рублёвское шоссе, дом 22, корпус 1",34,"37.427848,55.743193",Рублёвское шоссе
1455,26310,talk of the town,нет,ресторан,"город Москва, Ленинский проспект, дом 113/1",90,"37.498168,55.655808",Ленинский проспект
1456,134075,матрешка,нет,кафе,"город Москва, Новолучанская улица, дом 22, строение 1",17,"37.35954,55.790403",Новолучанская улица
1457,24061,перекресток,да,магазин (отдел кулинарии),"город Москва, Ангелов переулок, дом 7",1,"37.347853,55.851702",Ангелов переулок
1458,24106,кулинария,нет,магазин (отдел кулинарии),"город Москва, Ангелов переулок, дом 7",1,"37.347853,55.851702",Ангелов переулок
1459,23347,столовая гбоу сош № 1358,нет,столовая,"город Москва, улица Барышиха, дом 42, корпус 1",240,"37.345886,55.854648",улица Барышиха
1460,23922,жасмин,нет,кафе,"город Москва, Ленинский проспект, дом 121/1, корпус 3",45,"37.484397,55.649251",Ленинский проспект
1461,106204,кафе «шашлычок»,нет,кафе,"город Москва, 3-й Митинский переулок, дом 1",44,"37.351195,55.848357",3-й Митинский переулок
1462,138504,mandy's apothecary irish pub,нет,ресторан,"город Москва, улица Кузнецкий Мост, дом 19, строение 1",53,"37.625828,55.762308",улица Кузнецкий Мост
1463,83150,итальянское кафе,нет,кафе,"город Москва, Пронская улица, дом 2",80,"37.845565,55.703281",Пронская улица
1464,76706,ротонда,нет,кафе,"город Москва, Новочерёмушкинская улица, дом 66, корпус 1",40,"37.560502,55.6634",Новочерёмушкинская улица
1465,129818,домино'с пицца,да,кафе,"город Москва, Жулебинский бульвар, дом 9",46,"37.848502,55.697828",Жулебинский бульвар
1466,25989,алиби,нет,ресторан,"город Москва, Ащеулов переулок, дом 9",85,"37.634613,55.767701",Ащеулов переулок
1467,21840,starbucks,да,кафе,"город Москва, улица Арбат, дом 19",70,"37.596148,55.750712",улица Арбат
1468,88069,руккола,да,ресторан,"город Москва, улица Арбат, дом 19",115,"37.596148,55.750712",улица Арбат
1469,59310,рай,нет,ресторан,"город Москва, улица Генерала Кузнецова, дом 12",60,"37.858824,55.690821",улица Генерала Кузнецова
1470,25770,домино'с пицца,да,кафе,"город Москва, улица Генерала Кузнецова, дом 12",8,"37.858824,55.690821",улица Генерала Кузнецова
1471,23428,столовая при ц с п с и д доверие,нет,столовая,"город Москва, Мичуринский проспект, дом 25, корпус 3",30,"37.50319,55.69554",Мичуринский проспект
1472,22504,жан жак,да,кафе,"город Москва, Цветной бульвар, дом 24, корпус 1",40,"37.622396,55.771059",Цветной бульвар
1473,26019,иль патио планета суши,да,ресторан,"город Москва, проспект Мира, дом 33, корпус 1",65,"37.632098,55.780319",проспект Мира
1474,105190,столовая в тоц олимпик плаза,нет,столовая,"город Москва, проспект Мира, дом 33, корпус 1",50,"37.632098,55.780319",проспект Мира
1475,21895,папа джонс,да,кафе,"город Москва, Алтуфьевское шоссе, дом 89",40,"37.585592,55.894969",Алтуфьевское шоссе
1476,67810,сабвей,да,предприятие быстрого обслуживания,"город Москва, проспект Мира, дом 146",15,"37.642689,55.820834",проспект Мира
1477,129980,сушишоп,да,кафе,"город Москва, проспект Мира, дом 146",18,"37.642689,55.820834",проспект Мира
1478,145193,бахтриони,нет,ресторан,"город Москва, Луков переулок, дом 8",110,"37.634056,55.767909",Луков переулок
1479,153752,пицца хат,да,предприятие быстрого обслуживания,"город Москва, Хабаровская улица, дом 10/30",27,"37.828003,55.819909",Хабаровская улица
1480,27476,гбоу школа № 1598,нет,столовая,"город Москва, Хабаровская улица, дом 8",230,"37.827706,55.818882",Хабаровская улица
1481,128803,subway,да,предприятие быстрого обслуживания,"город Москва, Преображенская улица, дом 6",15,"37.708141,55.794993",Преображенская улица
1482,151818,суши wok,да,кафе,"город Москва, Сокольническая площадь, дом 4, корпус 1-2",10,"37.677885,55.789922",Сокольническая площадь
1483,23310,rainbow pub,нет,бар,"город Москва, Сокольническая площадь, дом 4, корпус 1-2",40,"37.677885,55.789922",Сокольническая площадь
1484,24463,парус,нет,кафе,"город Москва, Преображенская площадь, дом 6",33,"37.71115,55.794831",Преображенская площадь
1485,145765,бургер кинг,да,предприятие быстрого обслуживания,"город Москва, Преображенская площадь, дом 6",56,"37.71115,55.794831",Преображенская площадь
1486,157830,jeffreys coffee,да,кафе,"город Москва, Ладожская улица, дом 8",30,"37.683033,55.771246",Ладожская улица
1487,85914,кафе «цинандали»,нет,кафе,"город Москва, Большая Андроньевская улица, дом 25/33",66,"37.672154,55.740081",Большая Андроньевская улица
1488,28901,столовая при гоу сош № 1904,нет,столовая,"город Москва, Люблинская улица, дом 157",160,"37.743947,55.655209",Люблинская улица
1489,26613,милана,нет,ресторан,"город Москва, улица Авиаконструктора Миля, дом 8, корпус 1",40,"37.852913,55.684696",улица Авиаконструктора Миля
1490,146626,"чай, кофе, выпечка",нет,кафетерий,"город Москва, улица Авиаконструктора Миля, дом 8, корпус 1",24,"37.852913,55.684696",улица Авиаконструктора Миля
1491,25349,ресторан «гранатовый сад»,нет,ресторан,"Поречная улица, дом 5/14, строение 1",40,"37.752957,55.644887",Поречная улица
1492,115509,ресторан stories,нет,ресторан,"город Москва, Котельническая набережная, дом 1/15, корпус В",50,"37.643812,55.747946",Котельническая набережная
1493,77122,буфет при кинотеатре «иллюзион»,нет,буфет,"город Москва, Котельническая набережная, дом 1/15, корпус ВК",44,"37.642923,55.745656",Котельническая набережная
1494,149077,пекарня жаворонок,нет,кафетерий,"город Москва, улица Перерва, дом 56/2",53,"37.747729,55.657845",улица Перерва
1495,132293,ресторан «нар шараб»,нет,ресторан,"город Москва, Марксистская улица, дом 38",98,"37.666584,55.733918",Марксистская улица
1496,53131,кафе «starbucks»,да,кафе,"город Москва, Марксистская улица, дом 38",40,"37.666584,55.733918",Марксистская улица
1497,28921,столовая при гоу сош № 1934,нет,столовая,"город Москва, Мячковский бульвар, дом 5, корпус 1",160,"37.754017,55.657255",Мячковский бульвар
1498,21801,шантимель (кондитерские),да,кафе,"город Москва, Жулебинский бульвар, дом 5",32,"37.8449,55.698553",Жулебинский бульвар
1499,128963,папа джонс,да,кафе,"город Москва, Братиславская улица, дом 26",45,"37.763728,55.65431",Братиславская улица
1500,69795,кафе «ла рокка»,нет,кафе,"город Москва, Братиславская улица, дом 26",55,"37.763728,55.65431",Братиславская улица
1501,21909,шоколадница,да,кафе,"город Москва, Жулебинский бульвар, дом 10/6",98,"37.849643,55.698538",Жулебинский бульвар
1502,25800,милано пицца,да,предприятие быстрого обслуживания,"город Москва, Привольная улица, дом 61, корпус 1",20,"37.84578,55.682539",Привольная улица
1503,25829,ночной клуб «zall»,нет,бар,"город Москва, Братиславская улица, дом 29, корпус 1",150,"37.767061,55.653807",Братиславская улица
1504,25353,макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Братиславская улица, дом 16, корпус 1",95,"37.75744,55.659358",Братиславская улица
1505,82454,ресторан «сандык»,нет,ресторан,"город Москва, улица Перерва, дом 52",55,"37.744576,55.655783",улица Перерва
1506,140333,ресторан «якуми»,нет,ресторан,"город Москва, улица Перерва, дом 52",50,"37.744576,55.655783",улица Перерва
1507,26576,якитория,да,ресторан,"город Москва, улица Перерва, дом 52",55,"37.744576,55.655783",улица Перерва
1508,141325,кальян-бар parovarnya,нет,кафе,"город Москва, Братиславская улица, дом 14",30,"37.755006,55.659119",Братиславская улица
1509,143449,добрынинский,нет,буфет,"город Москва, Братиславская улица, дом 14",0,"37.755006,55.659119",Братиславская улица
1510,29752,кафе «шашлычный дворик»,нет,кафе,"город Москва, Братиславская улица, дом 14",32,"37.755006,55.659119",Братиславская улица
1511,25358,ресторан «сим-сити»,нет,ресторан,"город Москва, Братиславская улица, дом 20",60,"37.760863,55.656372",Братиславская улица
1512,143038,ресторан «джон джоли»,да,ресторан,"город Москва, Люблинская улица, дом 163/1",93,"37.745016,55.651237",Люблинская улица
1513,126355,ресторан «корчма тарас бульба»,да,ресторан,"город Москва, Люблинская улица, дом 163/1",75,"37.745016,55.651237",Люблинская улица
1514,20724,бар «кружка»,нет,бар,"город Москва, Люблинская улица, дом 163/1",65,"37.745016,55.651237",Люблинская улица
1515,24476,зодиак,да,ресторан,"город Москва, Жулебинский бульвар, дом 25",96,"37.852266,55.689913",Жулебинский бульвар
1516,119428,кафе «ковчег»,нет,кафе,"город Москва, Жулебинский бульвар, дом 25",50,"37.852266,55.689913",Жулебинский бульвар
1517,24520,1001 ночь,нет,ресторан,"город Москва, Братиславская улица, дом 31, корпус 1",70,"37.767717,55.652664",Братиславская улица
1518,27760,идель,нет,кафе,"город Москва, Южнопортовая улица, дом 18",30,"37.684712,55.706218",Южнопортовая улица
1519,141796,кальян-бар «бедуин»,нет,бар,"город Москва, улица Верхние Поля, дом 36, корпус 1",70,"37.764007,55.668198",улица Верхние Поля
1520,25567,кафе «тархил»,нет,кафе,"город Москва, Братиславская улица, дом 30",40,"37.766208,55.652212",Братиславская улица
1521,82453,кафе «английский дворик»,нет,кафе,"город Москва, Братиславская улица, дом 30",25,"37.766208,55.652212",Братиславская улица
1522,20503,кафе «сим-сити home»,нет,кафе,"город Москва, Братиславская улица, дом 13, корпус 1",50,"37.760369,55.661013",Братиславская улица
1523,26983,ресторан «ёрш»,да,ресторан,"город Москва, улица Перерва, дом 58",50,"37.7608,55.662816",улица Перерва
1524,52584,караоке клуб five,нет,бар,"город Москва, улица Перерва, дом 58",55,"37.7608,55.662816",улица Перерва
1525,69798,тануки,да,ресторан,"город Москва, улица Перерва, дом 58",50,"37.7608,55.662816",улица Перерва
1526,29801,закусочная «пицца»,нет,закусочная,"город Москва, Братиславская улица, дом 27, корпус 1",40,"37.765552,55.654533",Братиславская улица
1527,81072,чудо-печка,нет,кафе,"город Москва, улица Трофимова, дом 33",40,"37.6835,55.703621",улица Трофимова
1528,26580,торро гриль,да,ресторан,"город Москва, 3-й Крутицкий переулок, дом 11",180,"37.666036,55.731262",3-й Крутицкий переулок
1529,154648,шаурма,нет,предприятие быстрого обслуживания,"город Москва, улица Вавилова, дом 97",0,"37.541386,55.675346",улица Вавилова
1530,20405,фитнес-бар «world class»,да,бар,"город Москва, улица Архитектора Власова, дом 22",25,"37.54277,55.669945",улица Архитектора Власова
1531,154771,стардогс,нет,предприятие быстрого обслуживания,"город Москва, Ломоносовский проспект, дом 23",4,"37.538134,55.691526",Ломоносовский проспект
1532,29935,шоколадница,да,кафе,"город Москва, Ломоносовский проспект, дом 23",49,"37.538134,55.691526",Ломоносовский проспект
1533,23967,lounge bar m&f,нет,закусочная,"город Москва, Скобелевская улица, дом 1, корпус 2",14,"37.55699,55.551181",Скобелевская улица
1534,29075,школьно-базовая столовая,нет,столовая,"город Москва, улица Адмирала Лазарева, дом 68, корпус 3",120,"37.506109,55.540032",улица Адмирала Лазарева
1535,26604,италония,нет,ресторан,"город Москва, Южнобутовская улица, дом 69",50,"37.527696,55.535162",Южнобутовская улица
1536,25746,роллофф,да,закусочная,"город Москва, улица Адмирала Лазарева, дом 52, корпус 3",20,"37.516422,55.544148",улица Адмирала Лазарева
1537,20415,чашка,нет,бар,"город Москва, улица Академика Семёнова, дом 3",40,"37.511544,55.543516",улица Академика Семёнова
1538,23966,зеленый мыс,нет,кафе,"город Москва, Южнобутовская улица, дом 75",40,"37.526313,55.534816",Южнобутовская улица
1539,151147,суши wok,да,магазин (отдел кулинарии),"город Москва, Чечёрский проезд, дом 56, корпус 1",6,"37.527265,55.532966",Чечёрский проезд
1540,26314,якитория,да,ресторан,"город Москва, бульвар Дмитрия Донского, дом 11",150,"37.576385,55.566807",бульвар Дмитрия Донского
1541,24631,кружка,да,кафе,"город Москва, бульвар Адмирала Ушакова, дом 5",198,"37.552633,55.546908",бульвар Адмирала Ушакова
1542,153510,meduzza lounge bar,нет,кафе,"город Москва, бульвар Адмирала Ушакова, дом 5",30,"37.552633,55.546908",бульвар Адмирала Ушакова
1543,146540,домино'с пицца,да,закусочная,"город Москва, бульвар Адмирала Ушакова, дом 11",16,"37.549184,55.546083",бульвар Адмирала Ушакова
1544,28366,столовая при пансионате для ветеранов труда n 6,нет,столовая,"город Москва, улица Островитянова, дом 10, строение 1",70,"37.500872,55.639654",улица Островитянова
1545,20536,точка кипения,нет,ресторан,"город Москва, улица Дмитрия Ульянова, дом 5",86,"37.561509,55.692475",улица Дмитрия Ульянова
1546,80697,кафе южное,нет,кафе,"город Москва, улица Дмитрия Ульянова, дом 5",86,"37.561509,55.692475",улица Дмитрия Ульянова
1547,153315,тоже паб,нет,бар,"город Москва, Валовая улица, дом 21, корпус 125",44,"37.630939,55.730101",Валовая улица
1548,23937,шалахо,нет,кафе,"город Москва, Старокачаловская улица, дом 6",40,"37.588377,55.569164",Старокачаловская улица
1549,21711,егоза,нет,кафе,"город Москва, бульвар Дмитрия Донского, дом 16",40,"37.570941,55.564053",бульвар Дмитрия Донского
1550,74634,пекарня,нет,кафе,"город Москва, Кожевническая улица, дом 8, строение 2",15,"37.644755,55.729539",Кожевническая улица
1551,23568,столовая школа 1543,нет,столовая,"город Москва, улица 26-ти Бакинских Комиссаров, дом 3, корпус 3",150,"37.487829,55.655447",улица 26 Бакинских Комиссаров
1552,19718,буфет,нет,буфет,"город Москва, проспект Вернадского, дом 82, строение 2",40,"37.475603,55.66734",проспект Вернадского
1553,27693,арт-столовая,нет,столовая,"город Москва, Курсовой переулок, дом 8/2",60,"37.604807,55.740537",Курсовой переулок
1554,72415,встреча,нет,кафе,"город Москва, Веерная улица, дом 30, корпус 2",40,"37.478253,55.709799",Веерная улица
1555,128240,банзай,нет,кафе,"город Москва, улица Академика Анохина, дом 9",4,"37.472989,55.659348",улица Академика Анохина
1556,20148,кафе «кулинарное бюро»,да,кафе,"город Москва, улица Академика Анохина, дом 13",18,"37.472584,55.656285",улица Академика Анохина
1557,19820,столовая при школе № 542,нет,столовая,"город Москва, улица Покрышкина, дом 9",60,"37.466961,55.663593",улица Покрышкина
1558,19618,кафе «галладенс»,нет,кафе,"город Москва, Мичуринский проспект, дом 21, корпус 2",25,"37.505651,55.699715",Мичуринский проспект
1559,23275,столовая при школе № 1317,нет,столовая,"город Москва, улица Академика Анохина, дом 4, корпус 1",130,"37.474336,55.66929",улица Академика Анохина
1560,22863,россичъ,нет,ресторан,"город Москва, Нежинская улица, дом 9, корпус 1",45,"37.474291,55.710935",Нежинская улица
1561,151118,элемент,нет,бар,"город Москва, Нежинская улица, дом 9, корпус 1",20,"37.474291,55.710935",Нежинская улица
1562,157568,кафе «tornano»,нет,кафе,"город Москва, проспект Вернадского, дом 92",18,"37.473168,55.655285",проспект Вернадского
1563,19955,ресторан «скай клуб»,нет,ресторан,"город Москва, Минская улица, дом 1Г, корпус 1",40,"37.501007,55.713065",Минская улица
1564,22965,ресторан «кувшин»,нет,ресторан,"город Москва, улица Академика Анохина, дом 58",280,"37.469171,55.650236",улица Академика Анохина
1565,136317,кафе «страдивари» бар,нет,кафе,"город Москва, улица Академика Анохина, дом 60",45,"37.468793,55.649048",улица Академика Анохина
1566,23267,столовая при школе № 1329 (второе здание),нет,столовая,"город Москва, улица Академика Анохина, дом 2, корпус 6",150,"37.473393,55.671031",улица Академика Анохина
1567,27640,столовая школы 56,нет,столовая,"город Москва, Кутузовский проспект, дом 22",200,"37.549264,55.745924",Кутузовский проспект
1568,120295,дижестив,нет,кафе,"город Москва, Кутузовский проспект, дом 33",75,"37.540784,55.741465",Кутузовский проспект
1569,29632,столовая школы 1465,нет,столовая,"город Москва, Кутузовский проспект, дом 24",25,"37.545267,55.744526",Кутузовский проспект
1570,21712,чурчхелла,нет,ресторан,"город Москва, Бережковская набережная, дом 12",80,"37.564446,55.738074",Бережковская набережная
1571,19907,хилс,нет,ресторан,"город Москва, улица Крылатские Холмы, дом 7, корпус 2",126,"37.422988,55.748782",улица Крылатские Холмы
1572,82444,бульон крутон,нет,кафе,"город Москва, улица Крылатские Холмы, дом 7, корпус 2",54,"37.422988,55.748782",улица Крылатские Холмы
1573,70144,лол,нет,кафе,"город Москва, Киевская улица, дом 18",30,"37.549327,55.739691",Киевская улица
1574,157025,улисс паб,нет,бар,"город Москва, Кривоарбатский переулок, дом 16/22",100,"37.588431,55.747718",Кривоарбатский переулок
1575,19906,кафе «делишес»,нет,кафе,"город Москва, Рублёвское шоссе, дом 48/1",60,"37.40592,55.754",Рублёвское шоссе
1576,22707,ресторанный дворик «рублев»,нет,ресторан,"город Москва, Рублёвское шоссе, дом 48/1",100,"37.40592,55.754",Рублёвское шоссе
1577,148641,кулинария мясная,нет,магазин (отдел кулинарии),"город Москва, Митинская улица, дом 25",0,"37.362855,55.84443",Митинская улица
1578,148605,кулинария.салаты,нет,магазин (отдел кулинарии),"город Москва, Митинская улица, дом 25",0,"37.362855,55.84443",Митинская улица
1579,23471,столовая соц.дом.,нет,столовая,"город Москва, Пятницкое шоссе, дом 31, корпус 2",40,"37.361409,55.85104",Пятницкое шоссе
1580,23463,столовая соц.дом.,нет,столовая,"город Москва, Митинская улица, дом 25, корпус 3",26,"37.36308,55.84308",Митинская улица
1581,23464,столовая при соцжилдоме,нет,столовая,"город Москва, Ангелов переулок, дом 2, корпус 1",40,"37.350368,55.854987",Ангелов переулок
1582,27386,столовая гбпоу «мтк»,нет,столовая,"город Москва, улица Академика Бочвара, дом 2, корпус 2",80,"37.46131,55.807865",улица Академика Бочвара
1583,85578,суши wok,да,кафе,"город Москва, Строгинский бульвар, дом 7, корпус 1",8,"37.400809,55.805356",Строгинский бульвар
1584,137483,кафетерий,нет,кафетерий,"город Москва, улица Генерала Белобородова, дом 11",0,"37.354644,55.836777",улица Генерала Белобородова
1585,126282,кондитерская,нет,магазин (отдел кулинарии),"город Москва, улица Генерала Белобородова, дом 11",0,"37.354644,55.836777",улица Генерала Белобородова
1586,22796,ресторан-клуб «ананас»,нет,ресторан,"город Москва, улица Генерала Белобородова, дом 11",190,"37.354644,55.836777",улица Генерала Белобородова
1587,69661,суши wok,да,магазин (отдел кулинарии),"город Москва, Уваровский переулок, дом 10",0,"37.350395,55.827823",Уваровский переулок
1588,129717,бургер кинг,да,предприятие быстрого обслуживания,"город Москва, Митинская улица, дом 53",104,"37.351635,55.8534",Митинская улица
1589,24105,кулинария,нет,магазин (отдел кулинарии),"город Москва, Митинская улица, дом 53",1,"37.351635,55.8534",Митинская улица
1590,24053,билла,да,магазин (отдел кулинарии),"город Москва, Митинская улица, дом 53",1,"37.351635,55.8534",Митинская улица
1591,74900,урюк,да,ресторан,"город Москва, проспект Маршала Жукова, дом 48, корпус 1",130,"37.465748,55.777783",проспект Маршала Жукова
